State Ab,City Name,Median Income
SC,SEVEN OAKS,50491
SC,SHARON,40476
SC,SHELL POINT,57632
SC,SHILOH,28214
SC,SILVERSTREET,50000
SC,SIMPSONVILLE,56691
SC,SIX MILE,60208
SC,SLATERMARIETTA,27143
SC,SMOAKS,44167
SC,SMYRNA,36429
SC,SNELLING,36875
SC,SOCASTEE,39384
SC,SOCIETY HILL,35192
SC,SOUTH CONGAREE,43370
SC,SOUTHERN SHOPS,21199
SC,SOUTH SUMTER,26548
SC,SPARTANBURG,35126
SC,SPRINGDALE,31389
SC,SPRINGDALE,50987
SC,SPRINGFIELD,34375
SC,STARR,40750
SC,STARTEX,33750
SC,STATEBURG,81607
SC,STUCKEY,40833
SC,SULLIVAN'S ISLAND,111842
SC,SUMMERTON,24250
SC,SUMMERVILLE,55476
SC,SUMMIT,56369
SC,SUMTER,38808
SC,SURFSIDE BEACH,47153
SC,SWANSEA,30500
SC,SYCAMORE,
SC,TATUM,26429
SC,TAYLORS,49283
SC,TEGA CAY,119250
SC,TIGERVILLE,
SC,TIMMONSVILLE,27625
SC,TRAVELERS REST,52460
SC,TRENTON,40000
SC,TROY,40938
SC,TURBEVILLE,27064
SC,ULMER,
SC,UNION,25862
SC,UTICA,41042
SC,VALLEY FALLS,36955
SC,VANCE,17292
SC,VARNVILLE,30455
SC,WADE HAMPTON,46287
SC,WAGENER,28625
SC,WALHALLA,26446
SC,WALLACE,28750
SC,WALTERBORO,22500
SC,WARD,33438
SC,WARE PLACE,"2,500"
SC,WARE SHOALS,27468
SC,WARRENVILLE,38125
SC,WATERLOO,27500
SC,WATTS MILLS,32656
SC,WEDGEFIELD,35114
SC,WELCOME,32390
SC,WELLFORD,33750
SC,WEST COLUMBIA,41230
SC,WESTMINSTER,31500
SC,WEST PELZER,26958
SC,WEST UNION,28750
SC,WHITMIRE,29375
SC,WILKINSON HEIGHTS,28144
SC,WILLIAMS,60000
SC,WILLIAMSTON,40958
SC,WILLINGTON,"2,500"
SC,WILLISTON,24630
SC,WINDSOR,50250
SC,WINNSBORO,29558
SC,WINNSBORO MILLS,22500
SC,WOODFIELD,35293
SC,WOODFORD,33542
SC,WOODRUFF,35389
SC,YEMASSEE,36379
SC,YORK,38814
SD,ABERDEEN,47290
SD,AGAR,58000
SD,AGENCY VILLAGE,36250
SD,AKASKA,
SD,ALBEE,28750
SD,ALCESTER,41350
SD,ALEXANDRIA,62292
SD,ALLEN,19000
SD,ALPENA,59444
SD,ALTAMONT,41750
SD,ANDERSON,80250
SD,ANDOVER,
SD,ANTELOPE,23393
SD,ARLINGTON,47679
SD,ARMOUR,43548
SD,ARTAS,
SD,ARTESIAN,51250
SD,ASHLAND HEIGHTS,
SD,ASHTON,56250
SD,ASTORIA,43000
SD,AURORA,55536
SD,AURORA CENTER,71875
SD,AVON,46750
SD,BADGER,51250
SD,BALTIC,65438
SD,BANCROFT,35750
SD,BATESLAND,37188
SD,BATH,76000
SD,BATH CORNER,
SD,BELLE FOURCHE,39179
SD,BELVIDERE,38750
SD,BERESFORD,51667
SD,BIG STONE CITY,51979
SD,BIJOU HILLS,
SD,BISON,38167
SD,BLACKHAWK,53882
SD,BLUCKSBERG MOUNTAIN,56559
SD,BLUNT,52500
SD,BONESTEEL,34107
SD,BOWDLE,61563
SD,BOX ELDER,48652
SD,BRADLEY,37500
SD,BRANDON,73065
SD,BRANDT,25000
SD,BRANT LAKE,65938
SD,BRENTFORD,
SD,BRIDGEWATER,44821
SD,BRISTOL,38036
SD,BRITTON,52270
SD,BROADLAND,63750
SD,BROOKINGS,45175
SD,BRUCE,52500
SD,BRYANT,40893
SD,BUFFALO,53056
SD,BUFFALO GAP,20625
SD,BULLHEAD,14444
SD,BURKE,33333
SD,BUSHNELL,45714
SD,BUTLER,66250
SD,CAMP CROOK,43333
SD,CANISTOTA,50882
SD,CANOVA,48125
SD,CANTON,46368
SD,CAPUTA,
SD,CARTHAGE,30714
SD,CASTLEWOOD,54896
SD,CAVOUR,42083
SD,CENTERVILLE,42011
SD,CENTRAL CITY,31111
SD,CHAMBERLAIN,52845
SD,CHANCELLOR,58333
SD,CHELSEA,111250
SD,CHESTER,70313
SD,CLAIRE CITY,39583
SD,CLAREMONT,48750
SD,CLARK,39519
SD,CLEAR LAKE,48750
SD,COLMAN,45667
SD,COLOME,42500
SD,COLONIAL PINE HILLS,80400
SD,COLTON,54250
SD,COLUMBIA,41250
SD,CONDE,41000
SD,CORN CREEK,10536
SD,CORONA,57031
SD,CORSICA,56625
SD,COTTONWOOD,
SD,COW CREEK,
SD,CRESBARD,33438
SD,CROCKER,
SD,CROOKS,82054
SD,CUSTER,41500
SD,DAKOTA DUNES,103021
SD,DALLAS,33750
SD,DANTE,63750
SD,DAVIS,28750
SD,DEADWOOD,35417
SD,DELL RAPIDS,60532
SD,DELMONT,42361
SD,DE SMET,47917
SD,DIMOCK,48125
SD,DOLAND,53125
SD,DOLTON,63750
SD,DRAPER,
SD,DUPREE,39318
SD,EAGLE BUTTE,24261
SD,EDEN,31875
SD,EDGEMONT,29236
SD,EGAN,35625
SD,ELK POINT,47434
SD,ELKTON,60455
SD,EMERY,41750
SD,ERWIN,16842
SD,ESTELLINE,53261
SD,ETHAN,52813
SD,EUREKA,30242
SD,FAIRBURN,25625
SD,FAIRFAX,33750
SD,FAIRVIEW,41875
SD,FAITH,44500
SD,FARMER,
SD,FAULKTON,35893
SD,FEDORA,
SD,FERNEY,
SD,FLANDREAU,41750
SD,FLORENCE,51000
SD,FORESTBURG,
SD,FORT PIERRE,56738
SD,FORT THOMPSON,28203
SD,FRANKFORT,37083
SD,FREDERICK,48958
SD,FREEMAN,43059
SD,FRUITDALE,36250
SD,FULTON,45000
SD,GANN VALLEY,
SD,GARDEN CITY,
SD,GARRETSON,58000
SD,GARY,35313
SD,GAYVILLE,55729
SD,GEDDES,31250
SD,GETTYSBURG,48333
SD,GLENHAM,38125
SD,GOODWILL,36591
SD,GOODWIN,54167
SD,GREEN GRASS,
SD,GREEN VALLEY,43462
SD,GREGORY,30294
SD,GRENVILLE,31042
SD,GROTON,66667
SD,HAMILL,
SD,HARRISBURG,73933
SD,HARRISON,80375
SD,HARROLD,41563
SD,HARTFORD,69773
SD,HAYTI,47434
SD,HAZEL,47917
SD,HECLA,38125
SD,HENRY,52917
SD,HERMOSA,45568
SD,HERREID,38000
SD,HERRICK,37000
SD,HETLAND,35000
SD,HIGHMORE,54844
SD,HILL CITY,46607
SD,HILLSVIEW,
SD,HITCHCOCK,44063
SD,HOSMER,30625
SD,HOT SPRINGS,41680
SD,HOVEN,43906
SD,HOWARD,44375
SD,HUDSON,44688
SD,HUMBOLDT,61094
SD,HURLEY,43646
SD,HURON,41899
SD,INTERIOR,43500
SD,IPSWICH,50486
SD,IRENE,37083
SD,IROQUOIS,47625
SD,ISABEL,30313
SD,JAVA,27159
SD,JEFFERSON,55192
SD,JOHNSON SIDING,90735
SD,KADOKA,37455
SD,KAYLOR,72583
SD,KENNEBEC,42083
SD,KEYSTONE,33500
SD,KIDDER,
SD,KIMBALL,42386
SD,KRANZBURG,66250
SD,KYLE,20625
SD,LA BOLT,53750
SD,LAKE ANDES,28167
SD,LAKE CITY,
SD,LAKE MADISON,69792
SD,LAKE NORDEN,49028
SD,LAKE POINSETT,62188
SD,LAKE PRESTON,39044
SD,LANE,49250
SD,LANGFORD,47250
SD,LA PLANT,25625
SD,LEAD,41912
SD,LEBANON,
SD,LEMMON,32614
SD,LENNOX,45074
SD,LEOLA,32500
SD,LESTERVILLE,48750
SD,LETCHER,44375
SD,LILY,
SD,LITTLE EAGLE,17596
SD,LONG HOLLOW,
SD,LONG LAKE,41875
SD,LOOMIS,
SD,LOWER BRULE,21538
SD,LOWRY,
SD,MCINTOSH,41250
SD,MCLAUGHLIN,35667
SD,MADISON,40922
SD,MANDERSONWHITE HORSE CREEK,15104
SD,MANSFIELD,54375
SD,MARION,40268
SD,MARTIN,42188
SD,MARTY,22500
SD,MARVIN,31607
SD,MEADOW VIEW ADDITION,62375
SD,MELLETTE,59107
SD,MENNO,33315
SD,MIDLAND,32500
SD,MILBANK,42153
SD,MILLER,41193
SD,MILLTOWN,
SD,MISSION,25875
SD,MISSION HILL,58500
SD,MITCHELL,47936
SD,MOBRIDGE,41651
SD,MONROE,41875
SD,MONTROSE,56071
SD,MORNINGSIDE,
SD,MORRISTOWN,31667
SD,MOUND CITY,35536
SD,MOUNT VERNON,51563
SD,MURDO,29375
SD,NAPLES,
SD,NEW EFFINGTON,25417
SD,NEWELL,31875
SD,NEW HOLLAND,
SD,NEW UNDERWOOD,48333
SD,NEW WITTEN,64063
SD,NISLAND,27361
SD,NORRIS,19167
SD,NORTH EAGLE BUTTE,28750
SD,NORTH SIOUX CITY,56875
SD,NORTH SPEARFISH,39652
SD,NORTHVILLE,80833
SD,NUNDA,31250
SD,OACOMA,45875
SD,OELRICHS,46875
SD,OGLALA,21757
SD,OKATON,
SD,OKREEK,23646
SD,OLA,
SD,OLDHAM,35000
SD,OLIVET,34375
SD,ONAKA,
SD,ONIDA,58750
SD,ORIENT,45313
SD,ORTLEY,45833
SD,PARKER,51691
SD,PARKSTON,39609
SD,PARMELEE,24861
SD,PEEVER,50833
SD,PHILIP,31574
SD,PICKSTOWN,62813
SD,PIEDMONT,72794
SD,PIERPONT,50938
SD,PIERRE,53201
SD,PINE LAKES ADDITION,105313
SD,PINE RIDGE,37500
SD,PLANKINTON,46845
SD,PLATTE,49500
SD,POLLOCK,30288
SD,PORCUPINE,23558
SD,PRAIRIE CITY,
SD,PRESHO,47232
SD,PRINGLE,39286
SD,PUKWANA,38750
SD,QUINN,59375
SD,RAMONA,32778
SD,RAPID CITY,46966
SD,RAPID VALLEY,58814
SD,RAVINIA,
SD,RAYMOND,38125
SD,REDFIELD,37757
SD,REE HEIGHTS,
SD,RELIANCE,52813
SD,RENNER CORNER,
SD,REVILLO,56607
SD,RICHLAND,43409
SD,ROCKHAM,63333
SD,ROSCOE,33750
SD,ROSEBUD,31172
SD,ROSHOLT,50417
SD,ROSLYN,26042
SD,ROSWELL,
SD,RUNNING WATER,
SD,ST. CHARLES,55938
SD,ST. FRANCIS,21250
SD,ST. LAWRENCE,65938
SD,ST. ONGE,
SD,SALEM,49750
SD,SCOTLAND,40156
SD,SELBY,46696
SD,SENECA,29167
SD,SHERMAN,70417
SD,SHINDLER,104875
SD,SINAI,
SD,SIOUX FALLS,52494
SD,SISSETON,34929
SD,SOLDIER CREEK,15729
SD,SOUTH SHORE,46406
SD,SPEARFISH,43046
SD,SPENCER,37500
SD,SPRING CREEK,
SD,SPRINGFIELD,32500
SD,STICKNEY,41964
SD,STOCKHOLM,
SD,STORLA,
SD,STRANDBURG,41250
SD,STRATFORD,46250
SD,STURGIS,35818
SD,SUMMERSET,72833
SD,SUMMIT,45938
SD,TABOR,39583
SD,TEA,76078
SD,TIMBER LAKE,42292
SD,TOLSTOY,23750
SD,TORONTO,30000
SD,TRENT,57386
SD,TRIPP,30556
SD,TULARE,49375
SD,TURTON,58250
SD,TWIN BROOKS,55000
SD,TWO STRIKE,
SD,TYNDALL,39583
SD,UTICA,37500
SD,VALE,23333
SD,VALLEY SPRINGS,54286
SD,VEBLEN,37500
SD,VERDON,
SD,VERMILLION,29254
SD,VIBORG,31181
SD,VIENNA,64375
SD,VILAS,56563
SD,VIRGIL,53125
SD,VIVIAN,60417
SD,VOLGA,55875
SD,VOLIN,56667
SD,WAGNER,34958
SD,WAKONDA,41250
SD,WALL,45000
SD,WALLACE,53750
SD,WANBLEE,41875
SD,WARD,55729
SD,WARNER,69375
SD,WASTA,37679
SD,WATERTOWN,46766
SD,WAUBAY,40781
SD,WAVERLY,
SD,WEBSTER,29861
SD,WENTWORTH,42969
SD,WESSINGTON,35096
SD,WESSINGTON SPRINGS,42458
SD,WESTPORT,48125
SD,WETONKA,
SD,WHITE,46719
SD,WHITEHORSE,37188
SD,WHITE HORSE,
SD,WHITE LAKE,38750
SD,WHITE RIVER,33750
SD,WHITE ROCK,
SD,WHITEWOOD,41786
SD,WILLOW LAKE,31250
SD,WILMOT,45833
SD,WINFRED,53333
SD,WINNER,34331
SD,WOLSEY,48750
SD,WOOD,
SD,WOONSOCKET,40750
SD,WORTHING,66083
SD,WOUNDED KNEE,
SD,YALE,53542
SD,YANKTON,40180
TN,ADAMS,56667
TN,ADAMSVILLE,30392
TN,ALAMO,35441
TN,ALCOA,36215
TN,ALEXANDRIA,50781
TN,ALGOOD,49375
TN,ALLARDT,39145
TN,ALTAMONT,25641
TN,ANDERSONVILLE,37656
TN,APISON,56905
TN,ARDMORE,37350
TN,ARLINGTON,93000
TN,ASHLAND CITY,39777
TN,ATHENS,30167
TN,ATOKA,83961
TN,ATWOOD,32500
TN,AUBURNTOWN,45156
TN,BAILEYTON,33456
TN,BANEBERRY,64375
TN,BANNER HILL,
TN,BARTLETT,81158
TN,BAXTER,25929
TN,BEAN STATION,31007
TN,BEERSHEBA SPRINGS,25250
TN,BELL BUCKLE,61458
TN,BELLE MEADE,201289
TN,BELLS,37422
TN,BENTON,37344
TN,BERRY HILL,51591
TN,BETHEL SPRINGS,33750
TN,BETHPAGE,
TN,BIG SANDY,20813
TN,BLAINE,43000
TN,BLOOMINGDALE,32757
TN,BLOUNTVILLE,36362
TN,BLUFF CITY,39896
TN,BOLIVAR,31272
TN,BON AQUA JUNCTION,24738
TN,BOWMAN,
TN,BRADEN,51964
TN,BRADFORD,43750
TN,BRANSFORD,
TN,BRENTWOOD,141833
TN,BRIGHTON,57958
TN,BRISTOL,38551
TN,BROWNSVILLE,27879
TN,BRUCETON,38333
TN,BULLS GAP,37000
TN,BURLISON,40208
TN,BURNS,45104
TN,BYRDSTOWN,25613
TN,CALHOUN,38750
TN,CAMDEN,28073
TN,CARTHAGE,31742
TN,CARYVILLE,32829
TN,CASTALIAN SPRINGS,58646
TN,CEDAR HILL,37206
TN,CELINA,19913
TN,CENTERTOWN,46250
TN,CENTERVILLE,36368
TN,CENTRAL,26859
TN,CHAPEL HILL,40625
TN,CHARLESTON,39375
TN,CHARLOTTE,28667
TN,CHATTANOOGA,40177
TN,CHESTERFIELD,39018
TN,CHRISTIANA,63137
TN,CHURCH HILL,43902
TN,CLARKRANGE,43459
TN,CLARKSBURG,40000
TN,CLARKSVILLE,46947
TN,CLEVELAND,36669
TN,CLIFTON,25469
TN,CLINTON,40729
TN,COALFIELD,53594
TN,COALMONT,25862
TN,COLLEGEDALE,51587
TN,COLLIERVILLE,110084
TN,COLLINWOOD,29107
TN,COLONIAL HEIGHTS,42319
TN,COLUMBIA,36426
TN,COOKEVILLE,28275
TN,COOPERTOWN,62375
TN,COPPERHILL,19274
TN,CORNERSVILLE,44934
TN,COTTAGE GROVE,38500
TN,COTTONTOWN,61250
TN,COVINGTON,28571
TN,COWAN,30417
TN,CRAB ORCHARD,36696
TN,CROSS PLAINS,64554
TN,CROSSVILLE,26364
TN,CRUMP,29063
TN,CUMBERLAND CITY,18750
TN,CUMBERLAND GAP,15000
TN,DANDRIDGE,46750
TN,DARDEN,48000
TN,DAYTON,27594
TN,DECATUR,29141
TN,DECATURVILLE,27708
TN,DECHERD,32629
TN,DICKSON,37045
TN,DODSON BRANCH,36161
TN,DOVER,37000
TN,DOWELLTOWN,40000
TN,DOYLE,29464
TN,DRESDEN,30114
TN,DUCKTOWN,22813
TN,DUNLAP,35119
TN,DYER,31130
TN,DYERSBURG,34948
TN,EAGLETON VILLAGE,35913
TN,EAGLEVILLE,56500
TN,EAST CLEVELAND,26750
TN,EAST RIDGE,38909
TN,EASTVIEW,36181
TN,ELGIN,28929
TN,ELIZABETHTON,30217
TN,ELKTON,46528
TN,ENGLEWOOD,26994
TN,ENVILLE,37500
TN,ERIN,28182
TN,ERWIN,29133
TN,ESTILL SPRINGS,46938
TN,ETHRIDGE,30313
TN,ETOWAH,27162
TN,EVA,38929
TN,FAIRFIELD,40833
TN,FAIRFIELD GLADE,47911
TN,FAIRGARDEN,53750
TN,FAIRMOUNT,98061
TN,FAIRVIEW,59406
TN,FALL BRANCH,46906
TN,FALLING WATER,67708
TN,FARRAGUT,107590
TN,FAYETTEVILLE,29224
TN,FINCASTLE,36902
TN,FINGER,34167
TN,FLAT TOP MOUNTAIN,57132
TN,FLINTVILLE,31315
TN,FOREST HILLS,199464
TN,FRANKLIN,85671
TN,FRIENDSHIP,25385
TN,FRIENDSVILLE,45556
TN,GADSDEN,33393
TN,GAINESBORO,21711
TN,GALLATIN,47957
TN,GALLAWAY,16741
TN,GARLAND,60357
TN,GATES,27500
TN,GATLINBURG,36175
TN,GERMANTOWN,109464
TN,GIBSON,42917
TN,GILT EDGE,37500
TN,GLEASON,29583
TN,GOODLETTSVILLE,53763
TN,GORDONSVILLE,44615
TN,GRABALL,51705
TN,GRAND JUNCTION,34427
TN,GRAY,51542
TN,GRAYSVILLE,26929
TN,GREENBACK,43750
TN,GREENBRIER,49491
TN,GREENEVILLE,31449
TN,GREENFIELD,33854
TN,GREEN HILL,74559
TN,GRIMSLEY,34257
TN,GRUETLILAAGER,31581
TN,GUYS,21310
TN,HALLS,37269
TN,HARRIMAN,21862
TN,HARRISON,51967
TN,HARROGATE,56979
TN,HARTSVILLE/TROUSDALE,41029
TN,HELENWOOD,40833
TN,HENDERSON,33850
TN,HENDERSONVILLE,61786
TN,HENNING,21964
TN,HENRY,28625
TN,HICKORY VALLEY,
TN,HILLSBORO,45139
TN,HOHENWALD,36050
TN,HOLLOW ROCK,31534
TN,HOPEWELL,67586
TN,HORNBEAK,35972
TN,HORNSBY,32083
TN,HUMBOLDT,31684
TN,HUNTER,43971
TN,HUNTINGDON,24909
TN,HUNTLAND,37679
TN,HUNTSVILLE,19727
TN,IRON CITY,20547
TN,JACKSBORO,37813
TN,JACKSON,38153
TN,JAMESTOWN,15721
TN,JASPER,47500
TN,JEFFERSON CITY,33672
TN,JELLICO,23775
TN,JOHNSON CITY,39566
TN,JONESBOROUGH,50378
TN,KENTON,29167
TN,KIMBALL,45000
TN,KINGSPORT,37465
TN,KINGSTON,45377
TN,KINGSTON SPRINGS,65767
TN,KNOXVILLE,34226
TN,LAFAYETTE,29181
TN,LA FOLLETTE,25330
TN,LA GRANGE,57250
TN,LAKE CITY,22663
TN,LAKELAND,96964
TN,LAKESITE,70809
TN,LAKE TANSI,42946
TN,LAKEWOOD PARK,27807
TN,LA VERGNE,54659
TN,LAWRENCEBURG,29443
TN,LEBANON,41515
TN,LENOIR CITY,35163
TN,LEWISBURG,34201
TN,LEXINGTON,42337
TN,LIBERTY,34750
TN,LINDEN,20125
TN,LIVINGSTON,29978
TN,LOBELVILLE,31136
TN,LONE OAK,48949
TN,LOOKOUT MOUNTAIN,121319
TN,LORETTO,40793
TN,LOUDON,31542
TN,LOUISVILLE,55043
TN,LUTTRELL,33333
TN,LYLES,17841
TN,"LYNCHBURG, MOORE COUNTY METROPOLITAN",49427
TN,LYNNVILLE,34722
TN,MCEWEN,41550
TN,MCKENZIE,30260
TN,MCLEMORESVILLE,41250
TN,MCMINNVILLE,28971
TN,MADISONVILLE,25000
TN,MANCHESTER,42574
TN,MARTIN,31126
TN,MARYVILLE,54219
TN,MASCOT,36918
TN,MASON,31696
TN,MAURY CITY,27159
TN,MAYNARDVILLE,25179
TN,MEDINA,64818
TN,MEDON,41000
TN,MEMPHIS,36445
TN,MICHIE,24083
TN,MIDDLETON,38365
TN,MIDDLE VALLEY,59122
TN,MIDTOWN,40875
TN,MILAN,33890
TN,MILLEDGEVILLE,25000
TN,MILLERSVILLE,58803
TN,MILLINGTON,48822
TN,MINOR HILL,34479
TN,MITCHELLVILLE,36250
TN,MONTEAGLE,39567
TN,MONTEREY,24631
TN,MOORESBURG,36875
TN,MORRISON,28594
TN,MORRISTOWN,30846
TN,MOSCOW,33611
TN,MOSHEIM,35097
TN,MOUNTAIN CITY,25905
TN,MOUNT CARMEL,47500
TN,MOUNT JULIET,75973
TN,MOUNT PLEASANT,34963
TN,MOWBRAY MOUNTAIN,46833
TN,MUNFORD,63542
TN,MURFREESBORO,51094
TN,NASHVILLEDAVIDSON METROPOLITAN GOVERNMENT,47621
TN,NEWBERN,36273
TN,NEW DEAL,47763
TN,NEW HOPE,44453
TN,NEW JOHNSONVILLE,49871
TN,NEW MARKET,49018
TN,NEWPORT,21288
TN,NEW TAZEWELL,20888
TN,NEW UNION,68913
TN,NIOTA,29844
TN,NOLENSVILLE,108859
TN,NORMANDY,34583
TN,NORRIS,55938
TN,OAKDALE,37500
TN,OAK GROVE CDP (SUMNER,63750
TN,OAK GROVE CDP (WASHINGTON,40694
TN,OAK HILL,136708
TN,OAKLAND,68967
TN,OAK RIDGE,49100
TN,OBION,38242
TN,OLIVER SPRINGS,37961
TN,OLIVET,43245
TN,ONEIDA,29786
TN,OOLTEWAH,31513
TN,ORLINDA,52991
TN,ORME,46250
TN,PALMER,21000
TN,PARIS,30462
TN,PARK CITY,41729
TN,PARKER'S CROSSROADS,32500
TN,PARROTTSVILLE,40875
TN,PARSONS,28000
TN,PEGRAM,61094
TN,PELHAM,49583
TN,PETERSBURG,38077
TN,PETROS,30556
TN,PHILADELPHIA,32788
TN,PIGEON FORGE,32125
TN,PIKEVILLE,23849
TN,PINE CREST,27799
TN,PIPERTON,91806
TN,PITTMAN CENTER,46875
TN,PLAINVIEW,39659
TN,PLEASANT HILL,25417
TN,PLEASANT VIEW,67157
TN,PORTLAND,50172
TN,POWELLS CROSSROADS,58750
TN,PULASKI,30574
TN,PURYEAR,38125
TN,RAMER,27917
TN,RED BANK,36841
TN,RED BOILING SPRINGS,20694
TN,RICEVILLE,36827
TN,RIDGELY,28534
TN,RIDGESIDE,102500
TN,RIDGETOP,63486
TN,RIPLEY,22808
TN,RIVES,37188
TN,ROAN MOUNTAIN,31676
TN,ROBBINS,35700
TN,ROCKFORD,61295
TN,ROCKVALE,74375
TN,ROCKWOOD,27539
TN,ROGERSVILLE,25095
TN,ROSSVILLE,70673
TN,RURAL HILL,76140
TN,RUTHERFORD,31917
TN,RUTLEDGE,21500
TN,ST. JOSEPH,39808
TN,SALE CREEK,49750
TN,SALTILLO,27500
TN,SAMBURG,17276
TN,SARDIS,27102
TN,SAULSBURY,11750
TN,SAVANNAH,26502
TN,SCOTTS HILL,25125
TN,SELMER,29167
TN,SEVIERVILLE,34833
TN,SEWANEE,73750
TN,SEYMOUR,53772
TN,SHACKLE ISLAND,115087
TN,SHARON,31719
TN,SHELBYVILLE,30744
TN,SIGNAL MOUNTAIN,94000
TN,SILERTON,42500
TN,SLAYDEN,32500
TN,SMITHVILLE,31424
TN,SMYRNA,53764
TN,SNEEDVILLE,14009
TN,SODDYDAISY,42861
TN,SOMERVILLE,29667
TN,SOUTH CARTHAGE,39891
TN,SOUTH CLEVELAND,45106
TN,SOUTH FULTON,31942
TN,SOUTH PITTSBURG,32725
TN,SPARTA,27320
TN,SPENCER,30688
TN,SPRING CITY,25685
TN,SPRINGFIELD,41234
TN,SPRING HILL,78588
TN,SPURGEON,45647
TN,STANTON,16917
TN,STANTONVILLE,30313
TN,SUMMERTOWN,38720
TN,SUNBRIGHT,38000
TN,SURGOINSVILLE,51357
TN,SWEETWATER,34276
TN,TAZEWELL,26786
TN,TELFORD,40580
TN,TELLICO PLAINS,25469
TN,TELLICO VILLAGE,68771
TN,TENNESSEE RIDGE,39811
TN,THOMPSON'S STATION,95096
TN,THREE WAY,71765
TN,TIPTONVILLE,27690
TN,TOONE,31719
TN,TOWNSEND,42000
TN,TRACY CITY,23750
TN,TRENTON,25729
TN,TREZEVANT,30750
TN,TRIMBLE,36250
TN,TROY,35645
TN,TULLAHOMA,35798
TN,TUSCULUM,48092
TN,UNICOI,38678
TN,UNION CITY,35698
TN,UNIONVILLE,34250
TN,VANLEER,35000
TN,VIOLA,22250
TN,VONORE,38542
TN,WALDEN,83333
TN,WALLAND,47500
TN,WALNUT GROVE CDP (HARDIN,
TN,WALNUT GROVE CDP (SUMNER,43036
TN,WALNUT HILL,36923
TN,WALTERHILL,72969
TN,WARTBURG,25417
TN,WARTRACE,38750
TN,WATAUGA,43125
TN,WATERTOWN,35987
TN,WAVERLY,42674
TN,WAYNESBORO,24000
TN,WESTMORELAND,37813
TN,WHITE BLUFF,44758
TN,WHITE HOUSE,67763
TN,WHITE PINE,31285
TN,WHITEVILLE,21667
TN,WHITWELL,24583
TN,WILDWOOD,56250
TN,WILDWOOD LAKE,31310
TN,WILLISTON,47708
TN,WINCHESTER,39500
TN,WINFIELD,23466
TN,WOODBURY,27061
TN,WOODLAND MILLS,49688
TN,WRIGLEY,
TN,YORKVILLE,54063
TX,ABBOTT,65000
TX,ABERNATHY,45000
TX,ABILENE,43189
TX,ABRAM,22379
TX,ACKERLY,26500
TX,ADDISON,67695
TX,ADRIAN,42500
TX,AGUA DULCE,27614
TX,AGUA DULCE,43958
TX,AGUILARES,
TX,AIRPORT HEIGHTS,39000
TX,AIRPORT ROAD ADDITION,77667
TX,ALAMO,36079
TX,ALAMO HEIGHTS,121086
TX,ALBA,31477
TX,ALBANY,50735
TX,ALDINE,33241
TX,ALEDO,89934
TX,ALFRED,
TX,ALICE,40835
TX,ALICE ACRES,
TX,ALLEN,103051
TX,ALMA,51776
TX,ALPINE,35941
TX,ALTO,17670
TX,ALTO BONITO HEIGHTS,17656
TX,ALTON,27726
TX,ALVARADO,41466
TX,ALVIN,46261
TX,ALVORD,51042
TX,AMADA ACRES,
TX,AMARGOSA,
TX,AMARILLO,47735
TX,AMAYA,32955
TX,AMES,33000
TX,AMHERST,44904
TX,AMISTAD,
TX,ANACUA,
TX,ANAHUAC,44940
TX,ANDERSON,44219
TX,ANDREWS,71182
TX,ANGLETON,52890
TX,ANGUS,34792
TX,ANNA,69663
TX,ANNETTA,120179
TX,ANNETTA NORTH,105714
TX,ANNETTA SOUTH,112917
TX,ANNONA,27188
TX,ANSON,43917
TX,ANTHONY,33341
TX,ANTON,41875
TX,APPLEBY,58750
TX,AQUILLA,65625
TX,ARANSAS PASS,44353
TX,ARCHER CITY,38580
TX,ARCOLA,42279
TX,ARGYLE,107333
TX,ARLINGTON,53326
TX,ARP,53594
TX,ARROYO COLORADO ESTATES,
TX,ARROYO GARDENS,
TX,ASHERTON,29868
TX,ASPERMONT,34464
TX,ATASCOCITA,84982
TX,ATHENS,37358
TX,ATLANTA,35657
TX,AUBREY,60000
TX,AURORA,57000
TX,AUSTIN,57689
TX,AUSTWELL,41528
TX,AVERY,24583
TX,AVINGER,33125
TX,AZLE,55830
TX,BACLIFF,37182
TX,BAILEY,46250
TX,BAILEY'S PRAIRIE,102917
TX,BAIRD,40991
TX,BALCH SPRINGS,40230
TX,BALCONES HEIGHTS,30208
TX,BALLINGER,34817
TX,BALMORHEA,38750
TX,B AND E,26042
TX,BANDERA,41992
TX,BANGS,37361
TX,BANQUETE,36790
TX,BARDWELL,32167
TX,BARRERA,
TX,BARRETT,31442
TX,BARRY,36250
TX,BARSTOW,27708
TX,BARTLETT,36065
TX,BARTON CREEK,168063
TX,BARTONVILLE,113393
TX,BASTROP,48071
TX,BATESVILLE,10307
TX,BAY CITY,39111
TX,BAYOU VISTA,76071
TX,BAYSIDE,59167
TX,BAYTOWN,48103
TX,BAYVIEW,76458
TX,BEACH CITY,68950
TX,BEAR CREEK,101875
TX,BEASLEY,46307
TX,BEAUMONT,40992
TX,BECKVILLE,37917
TX,BEDFORD,61961
TX,BEDIAS,35750
TX,BEE CAVE,121708
TX,BEEVILLE,38750
TX,BELLAIRE,175369
TX,BELLEVUE,35833
TX,BELLMEAD,34358
TX,BELLS,55260
TX,BELLVILLE,50577
TX,BELTON,51033
TX,BENAVIDES,32038
TX,BENBROOK,64786
TX,BENJAMIN,35000
